id_no;start;end;today;simserial;subscriberid;deviceid;location;_location_latitude;_location_longitude;_location_altitude;_location_precision;region_name;district_name;ward_name;subward_name;photo_before;photo_during;photo_after;acessibility;no_reasons;yes_no;weather;sediment;vegetation_cover;site;photo_north;photo_east;photo_south;photo_west;additional_observation;_id;_uuid;_submission_time;_validation_status;_index;sample_id;field_sampler_names;field_sampler_names_other;date_collected;tester_name;tester_name_other;date_analysis;weigh_sieves_top;mass_4_75_sieve_top;mass_2_36_sieve_top;mass_1_18_sieve_top;mass_0_6_sieve_top;mass_0_425_sieve_top;mass_0_3_sieve_top;mass_0_15_sieve_top;mass_0_075_sieve_top;mass_bottom_pan_top;top_sample_note;mass_beginning_top;mass_4_75_top;mass_4_75_top_soil_retained;mass_4_75_top_soil_retained_note;mass_2_36_top;mass_2_36_top_soil_retained;mass_2_36_top_soil_retained_note;mass_1_18_top;mass_1_18_top_soil_retained;mass_1_18_top_soil_retained_note;mass_0_6_top;mass_0_6_top_soil_retained;mass_0_6_top_soil_retained_note;mass_0_425_top;mass_0_425_top_soil_retained;mass_0_425_top_soil_retained_note;mass_0_3_top;mass_0_3_top_soil_retained;mass_0_3_top_soil_retained_note;mass_0_15_top;mass_0_15_top_soil_retained;mass_0_15_top_soil_retained_note;mass_0_075_top;mass_0_075_top_soil_retained;mass_0_075_top_soil_retained_note;mass_0_top;mass_0_top_soil_retained;mass_0_top_soil_retained_note;mass_soil_top;mass_soil_top_note;mass_loss_top_sample;percentage_mass_loss_top_sample;mass_loss_top_sample_note;weigh_sieves_bottom;mass_4_75_sieve_bottom;mass_2_36_sieve_bottom;mass_1_18_sieve_bottom;mass_0_6_sieve_bottom;mass_0_425_sieve_bottom;mass_0_3_sieve_bottom;mass_0_15_sieve_bottom;mass_0_075_sieve_bottom;mass_bottom_pan_bottom;bottom_sample_note;mass_beginning_bottom;mass_4_75_bottom;mass_4_75_bottom_soil_retained;mass_4_75_bottom_soil_retained_note;mass_2_36_bottom;mass_2_36_bottom_soil_retained;mass_2_36_bottom_soil_retained_note;mass_1_18_bottom;mass_1_18_bottom_soil_retained;mass_1_18_bottom_soil_retained_note;mass_0_6_bottom;mass_0_6_bottom_soil_retained;mass_0_6_bottom_soil_retained_note;mass_0_425_bottom;mass_0_425_bottom_soil_retained;mass_0_425_bottom_soil_retained_note;mass_0_3_bottom;mass_0_3_bottom_soil_retained;mass_0_3_bottom_soil_retained_note;mass_0_15_bottom;mass_0_15_bottom_soil_retained;mass_0_15_bottom_soil_retained_note;mass_0_075_bottom;mass_0_075_bottom_soil_retained;mass_0_075_bottom_soil_retained_note;mass_0_bottom;mass_0_bottom_soil_retained;mass_0_bottom_soil_retained_note;mass_soil_bottom;mass_soil_bottom_note;mass_loss_bottom_sample;percentage_mass_loss_bottom_sample;mass_loss_bottom_sample_note;_id;_uuid;_submission_time;_validation_status;_index
257;2018-11-26T13:35:53.345+03;2018-11-26T14:38:07.859+03;2018-11-26;8.92550204139952E+018;640021071951801;353614096259289;-6.987156666666667 38.932428333333334 240.2 2.5;-6.9871566667;38.9324283333;240.2;2.5;pwani;kisarawe;Kisarawe;Bwembela;1543228589730.jpg;1543228602983.jpg;1543228634430.jpg;no;The dropped point was located inside the military base ;yes;dry;loose;high;rural;1543228662848.jpg;1543228675927.jpg;1543228685043.jpg;1543228707949.jpg;;508;30339d84-250d-4c85-af0b-5d6cf7957456;2018-11-26T17:16:49;;358;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
226;2018-11-26T12:27:56.910+03;2018-11-26T12:30:23.752+03;2018-11-26;8.92550441073634E+018;640044173634530;354511091457182;-7.004268988966942 38.9882009010762 271.0 8.0;-7.004268989;38.9882009011;271;8;pwani;kisarawe;Songwe;Kisanga;1543224516017.jpg;1543224523226.jpg;1543224558391.jpg;no;Forest;yes;dry;loose;high;rural;1543224595561.jpg;1543224602709.jpg;1543224610805.jpg;1543224618951.jpg;;509;1185e210-f039-4df3-8a1b-510f125178e9;2018-11-26T17:33:29;;359;226;other;Baraka and Monica;2018-11-26;other;Sia Saronga and Abubakari Rajab;2018-12-12;;513;492;488;495;461;451;437;350;371;;500;514;1;;503;11;;537;49;;602;107;;569;108;;519;68;;483;46;;360;10;;374;3;;403;;97;0.194;;;516;500;518;494;498;463;443;350;372;;500;518;2;;506;6;;572;54;;620;126;;612;114;;596;133;;489;46;;358;8;;373;1;;490;;10;0.02;;1220;3da092e8-90b2-4be0-8167-82e3540e6ba4;2018-12-12T13:57:29;;509
227;2018-11-26T12:41:02.981+03;2018-11-26T12:44:46.283+03;2018-11-26;8.92550441073634E+018;640044173634530;354511091457182;-7.002939158119261 39.002917343750596 228.0 10.0;-7.0029391581;39.0029173438;228;10;pwani;kisarawe;Songwe;Kisanga;1543225344433.jpg;1543225357021.jpg;1543225393732.jpg;yes;;yes;dry;consolidated;high;rural;1543225442999.jpg;1543225453201.jpg;1543225464655.jpg;1543225477926.jpg;No;510;b5965191-9b9b-4536-99a0-4b7ab300e9df;2018-11-26T17:34:59;;360;227;other;Baraka and Monica;2018-11-26;other;Sia Saronga and Abubakari Rajab;2018-12-14;;513;492;488;495;461;451;437;350;371;;500;534;21;;532;40;;564;76;;636;141;;545;84;;523;72;;491;54;;360;10;;373;2;;500;;0;0;;;516;500;518;494;498;463;443;350;372;;500;536;20;;533;33;;591;73;;624;130;;579;81;;534;71;;499;56;;377;27;;374;2;;493;;7;0.014;;1272;3792f850-4371-4177-9160-ff9e063337ee;2018-12-15T11:50:35;;549
191;2018-11-26T12:59:37.560+03;2018-11-26T13:04:42.268+03;2018-11-26;8.92550441073634E+018;640044173634530;354511091457182;-7.02178817242384 38.982563903555274 260.0 8.0;-7.0217881724;38.9825639036;260;8;pwani;kisarawe;Songwe;Songwe;1543226446295.jpg;1543226457514.jpg;1543226551245.jpg;yes;;yes;dry;loose;high;rural;1543226599929.jpg;1543226610117.jpg;1543226618082.jpg;1543226627447.jpg;The land was hard so we managed to get only the top sediments;511;bd955d15-4495-44c4-a725-2f0ef8282538;2018-11-26T17:36:11;;361;191;other;Baraka and Monica;2018-11-23;other;Sia Saronga and Abubakari Rajab;2018-12-19;;513;492;488;495;461;451;437;350;371;;500;523;10;;535;43;;551;63;;572;77;;562;101;;548;97;;525;88;;364;14;;378;7;;500;;0;0;;;516;500;518;494;498;463;443;350;372;;500;0;-516;;0;-500;;0;-518;;0;-494;;0;-498;;0;-463;;0;-443;;0;-350;;0;-372;;-4154;;4654;9.308;;1366;bb52590c-ec50-482e-8d2a-56f4d06b4db6;2018-12-19T15:10:47;;625
258;2018-11-26T13:50:14.653+03;2018-11-26T15:32:39.656+03;2018-11-26;8.92550204139952E+018;640021071951801;353614096259289;-6.985226666666667 38.951348333333335 253.3 1.5;-6.9852266667;38.9513483333;253.3;1.5;pwani;kisarawe;Kisarawe;Sungwi;1543229529518.jpg;1543235301455.jpg;1543235359160.jpg;no;The dropped point was located inside the forest and there is no way for us to enter in area;yes;dry;loose;high;rural;1543229584655.jpg;1543229596403.jpg;1543229608077.jpg;1543229675528.jpg;;512;d587fe7e-9a93-4864-b416-f62e8a8878ac;2018-11-26T17:36:39;;362;258;Swaumu_Nuru;;2018-11-26;other;Sia Saronga & Abubakari Rajabu;2018-11-29;;513;492;488;495;461;451;437;350;371;;500;514;1;;496;4;;514;26;;733;238;;585;124;;520;69;;473;36;;358;8;;372;1;;507;;-7;-0.014;;;517;500;518;494;493;463;443;350;372;;500;520;3;;514;14;;552;34;;730;236;;598;105;;520;57;;476;33;;358;8;;373;1;;491;;9;0.018;;665;cb07eca4-9ee2-43df-b2cc-0367075c5eb4;2018-11-29T13:12:32;;207
192;2018-11-26T13:11:20.098+03;2018-11-26T13:13:59.960+03;2018-11-26;8.92550441073634E+018;640044173634530;354511091457182;-7.027720883488655 38.988077184185386 263.0 7.0;-7.0277208835;38.9880771842;263;7;pwani;kisarawe;Songwe;Songwe;1543227137291.jpg;1543227151789.jpg;1543227173136.jpg;yes;;yes;dry;loose;medium;rural;1543227201795.jpg;1543227210080.jpg;1543227219975.jpg;1543227231094.jpg;No;513;18fc5361-b61b-43a5-b380-66f911d90e97;2018-11-26T17:37:16;;363;192;other;Baraka and Monica;2018-12-04;other;Sia Saronga and Abubakari Rajab;2018-12-17;;513;492;488;495;461;451;437;350;371;;500;514;1;;500;8;;524;36;;609;114;;589;128;;531;80;;491;54;;360;10;;371;0;;431;;69;0.138;;;516;500;518;494;498;463;443;350;372;;500;518;2;;515;15;;561;43;;625;131;;613;115;;486;23;;460;17;;498;148;;375;3;;497;;3;0.006;;1301;7355615a-a6b0-49d1-b516-9b0614578000;2018-12-17T14:30:53;;573
190;2018-11-26T13:21:12.126+03;2018-11-26T13:25:27.265+03;2018-11-26;8.92550441073634E+018;640044173634530;354511091457182;-7.01990915928036 38.97108379751444 243.0 9.0;-7.0199091593;38.9710837975;243;9;pwani;kisarawe;Songwe;Songwe;1543227779348.jpg;1543227812171.jpg;1543227837428.jpg;no;No pathway;yes;wet;loose;high;rural;1543227886042.jpg;1543227896779.jpg;1543227906375.jpg;1543227916556.jpg;No;514;52183fdf-1f6d-4e96-aa63-12f1efbcd011;2018-11-26T17:38:37;;364;190;other;Baraka and Monica;2018-11-26;other;Sia Saronga and Abubakari Rajab;2018-12-12;;513;492;488;495;461;451;437;350;371;;500;514;1;;503;11;;524;36;;635;140;;565;104;;480;29;;462;25;;352;2;;371;0;;348;;152;0.304;;;516;500;518;494;498;463;443;350;372;;500;516;0;;503;3;;557;39;;620;126;;601;103;;531;68;;480;37;;465;115;;374;2;;493;;7;0.014;;1208;7ba4ce01-578a-451c-9d35-34e388d91def;2018-12-12T10:25:23;;497
559;2018-11-26T17:25:55.992+03;2018-11-26T17:32:28.700+03;2018-11-26;8.92550441073634E+018;640044173634530;354511091457182;-6.823409002863102 39.30170327425003 0.0 0.0;-6.8234090029;39.3017032743;0;0;dar_es_salaam;kigamboni;Kigamboni;Feri;1543242465427.jpg;1543242524600.jpg;1543242535167.jpg;no;In the middle of the ocean;yes;dry;loose;low;urban;1543242670360.jpg;1543242714749.jpg;;1543242743362.jpg;;515;e7fb10be-c8a8-4727-b47b-628e978df239;2018-11-26T17:39:53;;365;559;other;Baraka and Anna;2018-11-20;other;Sia Saronga and Abubakari Rajab;2018-12-11;;513;492;488;495;461;451;437;350;371;;500;513;0;;500;8;;538;50;;618;123;;602;141;;537;86;;498;61;;355;5;;376;5;;479;;21;0.042;;;516;500;518;494;498;463;443;350;372;;500;518;2;;513;13;;537;19;;613;119;;600;102;;552;89;;590;147;;353;3;;374;2;;496;;4;0.008;;1176;cf1585b3-090e-489c-956a-683695f98340;2018-12-11T12:12:26;;469
265;2018-11-26T12:42:25.638+03;2018-11-26T12:50:05.434+03;2018-11-26;8.92550441085121E+018;640044185121424;358808088495803;-6.985455 39.07890166666667 96.4 2.3;-6.985455;39.0789016667;96.4;2.3;dar_es_salaam;ilala;Chanika;Kondeni;1543225423964.jpg;1543225655921.jpg;1543225732811.jpg;yes;;no;dry;loose;medium;rural;1543225769022.jpg;1543225778759.jpg;1543225787032.jpg;1543225796833.jpg;No;516;1121b0d4-1c8c-49d4-9c89-25b9634668b0;2018-11-26T19:55:36;;366;265;other;Baraka and Frank;2018-12-14;other;Sia Saronga and Abubakari Rajab;2018-12-19;;513;492;488;495;461;451;437;350;371;;500;514;1;;557;65;;596;108;;620;125;;539;78;;460;9;;439;2;;371;21;;372;1;;410;;90;0.18;;;516;500;518;494;498;463;443;350;372;;500;545;29;;567;67;;604;86;;631;137;;573;75;;515;52;;466;23;;375;25;;372;0;;494;;6;0.012;;1367;7b2e9674-2c81-46c3-a355-1661c1b47f20;2018-12-19T15:10:49;;626
264;2018-11-26T13:53:38.065+03;2018-11-26T13:58:13.045+03;2018-11-26;8.92550441085121E+018;640044185121424;358808088495803;-6.984741666666667 39.06111833333333 108.6 2.1;-6.9847416667;39.0611183333;108.6;2.1;pwani;kisarawe;Kisarawe;Forest;1543229700176.jpg;1543229799117.jpg;1543229812866.jpg;no;Unfriendly environment;yes;dry;loose;medium;rural;1543229847035.jpg;1543229858121.jpg;1543229865853.jpg;1543229884859.jpg;No;517;b756acd7-ca35-44e6-a40f-05f6274619a2;2018-11-26T20:19:59;;367;264;other;Erasto and Salome;2018-11-26;other;Sia Saronga and Abubakari Rajab;2018-12-21;;513;492;488;495;461;451;437;350;371;;500;540;27;;523;31;;506;18;;586;91;;484;23;;464;13;;444;7;;365;15;;374;3;;228;;272;0.544;;;516;500;518;494;498;463;443;350;372;;500;528;12;;522;22;;530;12;;590;96;;560;62;;600;137;;582;139;;362;12;;376;4;;496;;4;0.008;;1409;8c59efab-93d6-4aa2-9691-f49d3443c111;2018-12-21T19:53:00;;659
263;2018-11-26T15:02:47.953+03;2018-11-26T15:07:49.741+03;2018-11-26;8.92550204115447E+018;640021047447233;358808088495803;-6.986246666666666 39.052508333333336 148.4 2.1;-6.9862466667;39.0525083333;148.4;2.1;pwani;kisarawe;Kisarawe;Forest;1543233850491.jpg;1543233961318.jpg;1543233986624.jpg;no;Unfriendly environment;yes;dry;loose;medium;rural;1543234015767.jpg;1543234036551.jpg;1543234051223.jpg;1543234061764.jpg;No;518;9840043b-834d-494e-87b0-9bf89178b9e9;2018-11-26T20:21:50;;368;263;other;Baraka;2018-12-14;other;Sia Saronga and Abubakari Rajab;2018-12-17;;513;492;488;495;461;451;437;350;371;;500;524;11;;556;64;;587;99;;623;128;;529;68;;506;55;;488;51;;364;14;;374;3;;493;;7;0.014;;;516;500;518;494;498;463;443;350;372;;500;523;7;;527;27;;593;75;;643;149;;581;83;;532;69;;505;62;;370;20;;377;5;;497;;3;0.006;;1315;26294e5e-48a1-4da3-91cf-1ebc353e07fc;2018-12-17T14:31:15;;587
262;2018-11-26T15:20:05.419+03;2018-11-27T05:17:46.500+03;2018-11-26;8.92550204115447E+018;640021047447233;358808088495803;-6.987943333333334 39.053065 143.4 1.8;-6.9879433333;39.053065;143.4;1.8;pwani;kisarawe;Kisarawe;Forest;;;;no;No access, Point dropped in the dense forest ;no;;;high;rural;;;;;Unfriendly environment ;519;81bbb678-ea2c-4bc2-ba4c-fbc8c4ce85fe;2018-11-27T02:17:55;;369;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
261;2018-11-26T15:20:40.005+03;2018-11-27T05:16:24.796+03;2018-11-26;8.92550204115447E+018;640021047447233;358808088495803;-6.988023333333333 39.053014999999995 139.7 3.1;-6.9880233333;39.053015;139.7;3.1;pwani;kisarawe;Kisarawe;Kisarawe;;;;no;No access, Point dropped in the dense forest ;no;;;high;rural;;;;;Unsecure environment ;520;84074dc8-1dac-4ce9-9bb2-e011582b70fa;2018-11-27T02:17:57;;370;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
228;2018-11-26T14:35:15.033+03;2018-11-26T14:50:53.224+03;2018-11-26;8925505090396780505f;640050939678050;351665081326444;-7.001038572891389 39.025030732154846 0.0 0.0;-7.0010385729;39.0250307322;0;0;pwani;kisarawe;Sungwi;Sungwi;;;;no;Forestry, no ways;yes;dry;loose;high;rural;;;;;;521;bd008a1b-cc5e-4cd2-be93-b4fee7934518;2018-11-27T03:04:47;;371;228;other;Deo and Damon;2018-11-26;Sia_Wilfred;;2018-11-28;;513;492;494;495;461;452;437;351;371;;500;518;5;;509;17;;548;54;;629;134;;555;94;;532;80;;513;76;;373;22;;376;5;;487;;13;0.026;;;517;500;518;493;493;463;443;350;372;;500;520;3;;525;25;;582;64;;634;141;;581;88;;542;79;;517;74;;370;20;;377;5;;499;;1;0.002;;600;62588723-0937-45a3-931a-9ee4208bd8b7;2018-11-28T11:49:43;;180
229;2018-11-26T14:58:01.207+03;2018-11-26T15:05:51.928+03;2018-11-26;8925505090396780505f;640050939678050;351665081326444;-7.003658180481423 39.04235243797302 0.0 0.0;-7.0036581805;39.042352438;0;0;pwani;kisarawe;Sungwi;Sungwi;;1543233725540.jpg;1543233835546.jpg;no;Valley cant b accessd;yes;dry;loose;medium;rural;;1543233929717.jpg;1543233901666.jpg;1543233946634.jpg;;522;8fec453d-3a6d-4a16-8a81-a294c3b79bf3;2018-11-27T03:05:16;;372;229;other;Deo and Damon;2018-11-26;Sia_Wilfred;;2018-11-28;;513;492;494;495;461;452;437;351;371;;500;513;0;;501;9;;530;36;;637;142;;549;88;;535;83;;525;88;;384;33;;381;10;;489;;11;0.022;;;517;500;518;493;493;463;443;350;372;;500;519;2;;518;18;;569;51;;613;120;;581;88;;568;105;;541;98;;362;12;;377;5;;499;;1;0.002;;598;7c4cd711-d2ac-4664-800b-96d89f7343b0;2018-11-28T10:03:11;;178
230;2018-11-26T15:05:57.943+03;2018-11-26T15:14:15.837+03;2018-11-26;8925505090396780505f;640050939678050;351665081326444;-7.003557017046759 39.0607550740242 0.0 0.0;-7.003557017;39.060755074;0;0;pwani;kisarawe;Sungwi;Sungwi;1543234223800.jpg;;;no;No way to pass to the point;yes;dry;loose;medium;rural;1543234378566.jpg;1543234427293.jpg;1543234439189.jpg;1543234449756.jpg;;523;2f17f189-6429-4ea6-8636-f56262c60905;2018-11-27T03:06:02;;373;230;other;Deo and Damon;2018-11-26;Sia_Wilfred;;2018-11-28;;513;492;494;495;461;452;437;351;371;;500;514;1;;505;13;;535;41;;634;139;;564;103;;536;84;;520;83;;373;22;;376;5;;491;;9;0.018;;;517;500;518;493;493;463;443;350;372;;500;521;4;;528;28;;578;60;;610;117;;573;80;;551;88;;535;92;;373;23;;378;6;;498;;2;0.004;;597;8f03849b-8a24-4304-8bb9-23215ee3e28f;2018-11-28T10:03:09;;177
193;2018-11-26T15:14:20.506+03;2018-11-26T15:20:45.813+03;2018-11-26;8925505090396780505f;640050939678050;351665081326444;-7.021558438271512 39.02473568916321 0.0 0.0;-7.0215584383;39.0247356892;0;0;pwani;kisarawe;Sungwi;Sungwi;1543234772178.jpg;;;no;Private farms needs permission to get in;yes;dry;loose;medium;rural;1543234823690.jpg;1543234831798.jpg;1543234837257.jpg;1543234842173.jpg;;524;3cf6bce8-196b-4474-83d1-0fbf712b31ea;2018-11-27T03:06:30;;374;193;other;Deo and Damon;2018-11-26;Sia_Wilfred;;2018-11-28;;513;492;494;495;461;452;437;351;371;;500;540;27;;546;54;;587;93;;628;133;;525;64;;504;52;;486;49;;366;15;;374;3;;490;;10;0.02;;;517;500;518;493;493;463;443;350;372;;500;520;3;;518;18;;570;52;;617;124;;587;94;;581;118;;519;76;;360;10;;376;4;;499;;1;0.002;;599;b313dacc-ee9e-4b94-8cec-d1e0ba6ddb64;2018-11-28T10:03:12;;179
194;2018-11-26T15:27:20.409+03;2018-11-26T16:26:51.907+03;2018-11-26;8925505090396780505f;640050939678050;351665081326444;-7.021420009412111 39.04373645782471 0.0 0.0;-7.0214200094;39.0437364578;0;0;pwani;kisarawe;Kisarawe;Kisarawe;1543235858683.jpg;;;no;Hills cant get at the top;yes;dry;loose;medium;rural;;;;;Cant get photos, battery is low;525;252b956e-ccf1-45c5-aeff-aeeaf7820ff0;2018-11-27T03:06:32;;375;194;other;Deo and Damon;2018-11-26;Sia_Wilfred;;2018-11-28;;513;492;494;495;461;452;437;351;371;;500;518;5;;530;38;;579;85;;633;138;;540;79;;514;62;;497;60;;369;18;;376;5;;490;;10;0.02;;;517;500;518;493;493;463;443;350;372;;500;568;51;;566;66;;611;93;;626;133;;554;61;;516;53;;478;35;;354;4;;374;2;;498;;2;0.004;;595;af753b78-b4eb-44e3-a3dc-0d2d73ae7fde;2018-11-28T09:40:26;;175
300;2018-11-26T11:51:12.201+03;2018-11-26T11:56:40.302+03;2018-11-26;8.92550204162823E+018;640021094823433;355938094481142;-6.9673050000000005 39.096243333333334 97.8 3.3;-6.967305;39.0962433333;97.8;3.3;pwani;ilala;Chanika;Buyuni;1543222399090.jpg;1543222514902.jpg;1543222568901.jpg;yes;;yes;dry;loose;low;rural;1543222453598.jpg;1543222462708.jpg;1543222478286.jpg;1543222486763.jpg;;526;ee4aad79-0649-417d-9796-a27fadb4058b;2018-11-27T05:47:26;;376;300;other;Loveness and Salehe;2018-11-26;other;Sia Saronga and Abubakari Rajab;2018-12-20;;513;492;488;495;461;451;437;350;371;;500;514;1;;413;-79;;510;22;;618;123;;583;122;;563;112;;515;78;;363;13;;372;1;;393;;107;0.214;;;516;500;518;494;498;463;443;350;372;;500;580;64;;590;90;;620;102;;609;115;;604;106;;467;4;;455;12;;351;1;;372;0;;494;;6;0.012;;1401;1f14e8ba-559c-442f-b3e4-30030e4c6788;2018-12-21T03:26:14;;652
298;2018-11-26T12:19:32.603+03;2018-11-26T12:23:02.984+03;2018-11-26;8.92550204162823E+018;640021094823433;355938094481142;-6.966926666666666 39.06424833333333 162.0 1.8;-6.9669266667;39.0642483333;162;1.8;dar_es_salaam;ilala;Chanika;Nyeburu;1543224045039.jpg;1543224054628.jpg;1543224127846.jpg;yes;;yes;dry;consolidated;low;rural;1543224087270.jpg;1543224094944.jpg;1543224102853.jpg;1543224109703.jpg;;527;a4911ec6-1300-4627-a4f2-53a22ba32add;2018-11-27T05:50:25;;377;298;other;Kupaza and. Loveness;2018-11-26;other;Sia Saronga and Abubakari Rajab;2018-12-21;;513;492;488;495;461;451;437;350;371;;500;518;5;;527;35;;556;68;;646;151;;561;100;;529;78;;495;58;;360;10;;373;2;;507;;-7;-0.014;;;516;500;518;494;498;463;443;350;672;;500;590;74;;620;120;;568;50;;617;123;;605;107;;553;90;;529;86;;490;140;;378;-294;;496;;4;0.008;;1424;046954db-8f28-4c7b-9025-18c4de69e77a;2018-12-21T19:53:26;;674
297;2018-11-26T12:23:42.067+03;2018-11-26T12:28:00.405+03;2018-11-26;8.92550204162823E+018;640021094823433;355938094481142;-6.966946666666667 39.06424666666667 172.4 1.9;-6.9669466667;39.0642466667;172.4;1.9;dar_es_salaam;ilala;Chanika;Machimbo;1543224272077.jpg;1543224344655.jpg;1543224432296.jpg;no;;yes;wet;consolidated;low;rural;1543224377197.jpg;1543224384084.jpg;1543224392395.jpg;1543224400981.jpg;;528;8c4f5452-752f-43a9-9b6b-bb19e140dbe7;2018-11-27T05:52:51;;378;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
301;2018-11-26T12:58:13.507+03;2018-11-26T13:01:14.146+03;2018-11-26;8.92550204162823E+018;640021094823433;355938094481142;-6.9677500000000006 39.114835 70.2 2.2;-6.96775;39.114835;70.2;2.2;dar_es_salaam;ilala;Chanika;Kigezi;1543226340883.jpg;1543226352182.jpg;1543226389878.jpg;yes;;yes;wet;loose;low;rural;1543226408170.jpg;1543226418563.jpg;1543226430157.jpg;1543226438677.jpg;;529;669bf5e0-0226-48fe-a308-840fff3ecb60;2018-11-27T06:01:51;;379;301;other;Salehe and Loveness;2018-11-26;other;Sia Saronga and Abubakari Rajab;2018-12-07;;513;492;488;495;461;451;437;350;371;;500;513;0;;493;1;;505;17;;718;223;;591;130;;515;64;;487;50;;365;15;;377;6;;506;;-6;-0.012;;;516;500;518;494;498;463;443;350;372;;500;520;4;;528;28;;525;7;;523;29;;569;71;;611;148;;538;95;;464;114;;375;3;;499;;1;0.002;;1084;10f450f1-1258-4fa5-947c-7a3850906176;2018-12-08T12:15:34;;405
